=== STDOUT ===
Parseo exitoso
id	dni	nombre	edad	genero	altura	
3297	10003296	Axel	50	M	1.600000	
3372	10003371	Rocio	38	F	1.600000	
3391	10003390	Veronica	25	F	1.600000	
3411	10003410	Bianca	28	F	1.600000	
3422	10003421	Stefany	25	F	1.600000	
3443	10003442	Tomas	29	M	1.600000	
3542	10003541	Veronica	29	F	1.600000	
3570	10003569	Vanessa	47	F	1.600000	
3602	10003601	Esteban	49	M	1.600000	
3607	10003606	Laura	44	F	1.600000	
3613	10003612	Hugo	49	M	1.600000	
3664	10003663	Gustavo	20	M	1.600000	
3675	10003674	Lucia	48	F	1.600000	
3706	10003705	Irene	42	F	1.600000	
3710	10003709	Rosa	39	F	1.600000	
3718	10003717	Victor	33	M	1.600000	
3759	10003758	Fabiana	30	F	1.600000	
3767	10003766	Marta	27	F	1.600000	
3789	10003788	Esteban	50	M	1.600000	
3876	10003875	Melany	31	F	1.600000	
3894	10003893	Fernando	36	M	1.600000	
3906	10003905	Brayan	19	M	1.600000	
3915	10003914	Luis	33	M	1.600000	
3933	10003932	Beatriz	45	F	1.600000	
3950	10003949	Alicia	29	F	1.600000	
3953	10003952	Enrique	22	M	1.600000	
3968	10003967	Claudia	46	F	1.600000	
4062	10004061	Stefany	29	F	1.600000	
4063	10004062	Marco	49	M	1.600000	
4162	10004161	Paula	27	F	1.600000	
4163	10004162	Cesar	44	M	1.600000	
4175	10004174	Maria	42	F	1.600000	
4186	10004185	Brayan	50	M	1.600000	
4238	10004237	Gloria	48	F	1.600000	
4295	10004294	Francisco	30	M	1.600000	
4313	10004312	Alvaro	33	M	1.600000	
4365	10004364	Cesar	31	M	1.600000	
4376	10004375	Vanessa	20	F	1.600000	
4384	10004383	Alicia	32	F	1.600000	
4396	10004395	Stefany	26	F	1.600000	
4399	10004398	Cecilia	29	F	1.600000	
4446	10004445	Alvaro	33	M	1.600000	
4447	10004446	Javier	31	M	1.600000	
4460	10004459	Ricardo	29	M	1.600000	
4496	10004495	Julio	45	M	1.600000	
4509	10004508	Vanessa	24	F	1.600000	
4537	10004536	Francisco	36	M	1.600000	
4555	10004554	Daniel	43	M	1.600000	
4586	10004585	Javier	30	M	1.600000	
4615	10004614	Oscar	38	M	1.600000	
4649	10004648	Ernesto	41	M	1.600000	
4652	10004651	Mariana	37	F	1.600000	
4666	10004665	Maria	20	F	1.600000	
4668	10004667	Ernesto	41	M	1.600000	
4684	10004683	Rosa	46	F	1.600000	
4739	10004738	Teresa	28	F	1.600000	
4774	10004773	Angela	35	F	1.600000	
4813	10004812	Lorena	35	F	1.600000	
4872	10004871	Andres	38	M	1.600000	
4883	10004882	Gustavo	43	M	1.600000	
4888	10004887	Carlos	31	M	1.600000	
4903	10004902	Cecilia	42	F	1.600000	
5003	10005002	Fernando	46	M	1.600000	
5009	10005008	Hector	22	M	1.600000	
5013	10005012	Silvia	21	F	1.600000	
5026	10005025	Pablo	45	M	1.600000	
5053	10005052	Alfredo	23	M	1.600000	
5056	10005055	Fabiana	47	F	1.600000	
5110	10005109	Fernando	46	M	1.600000	
5216	10005215	Mariana	33	F	1.600000	
5295	10005294	Pedro	30	M	1.600000	
5322	10005321	Melissa	27	F	1.600000	
5432	10005431	Melissa	32	F	1.600000	
5435	10005434	Samuel	25	M	1.600000	
5478	10005477	Francisco	45	M	1.600000	
5501	10005500	Luis	24	M	1.600000	
5560	10005559	Monica	46	F	1.600000	
5561	10005560	Pablo	34	M	1.600000	
5568	10005567	Veronica	19	F	1.600000	
5594	10005593	Fabiana	24	F	1.600000	
5611	10005610	Sandra	38	F	1.600000	
5612	10005611	Melany	40	F	1.600000	
5623	10005622	Melissa	19	F	1.600000	
5631	10005630	Marco	43	M	1.600000	
5653	10005652	Felipe	50	M	1.600000	
5662	10005661	Andrea	36	F	1.600000	
5664	10005663	Laura	32	F	1.600000	
5742	10005741	Gustavo	26	M	1.600000	
5751	10005750	Irene	24	F	1.600000	
5774	10005773	Andres	32	M	1.600000	
5786	10005785	Gustavo	26	M	1.600000	
5787	10005786	Camila	23	F	1.600000	
5811	10005810	Jose	39	M	1.600000	
5816	10005815	Kevin	29	M	1.600000	
5831	10005830	Carlos	29	M	1.600000	
5841	10005840	Cristian	22	M	1.600000	
5876	10005875	Diego	26	M	1.600000	
5889	10005888	Ricardo	21	M	1.600000	
5912	10005911	Alfredo	44	M	1.600000	
5914	10005913	Teresa	44	F	1.600000	
5944	10005943	Pedro	40	M	1.600000	
5948	10005947	Sofia	23	F	1.600000	
5960	10005959	Melany	21	F	1.600000	
6006	10006005	Luisa	41	F	1.600000	
6034	10006033	Patricia	47	F	1.600000	
6037	10006036	Javier	34	M	1.600000	
6050	10006049	Angela	46	F	1.600000	
6053	10006052	Francisco	47	M	1.600000	
6072	10006071	Sergio	44	M	1.600000	
6093	10006092	Diana	36	F	1.600000	
6100	10006099	Carolina	22	F	1.600000	
6111	10006110	Daniela	41	F	1.600000	
6129	10006128	Diego	25	M	1.600000	
6143	10006142	Adriana	35	F	1.600000	
6146	10006145	Bianca	41	F	1.600000	
6166	10006165	Monica	42	F	1.600000	
6171	10006170	Rosa	31	F	1.600000	
6176	10006175	Alonso	32	M	1.600000	
6268	10006267	Andrea	39	F	1.600000	
6284	10006283	Alicia	25	F	1.600000	
6305	10006304	Diana	38	F	1.600000	
6439	10006438	Guillermo	33	M	1.600000	
6448	10006447	Silvia	33	F	1.600000	
6500	10006499	Tomas	34	M	1.600000	
6555	10006554	Oscar	37	M	1.600000	
6561	10006560	Claudia	35	F	1.600000	
6573	10006572	Bianca	20	F	1.600000	
6596	10006595	Patricia	44	F	1.600000	
6611	10006610	Irene	40	F	1.600000	
6612	10006611	Vanessa	18	F	1.600000	
6640	10006639	Javier	39	M	1.600000	
6648	10006647	Esteban	40	M	1.600000	
6682	10006681	Ricardo	33	M	1.600000	
6707	10006706	Cecilia	44	F	1.600000	
6730	10006729	Beatriz	35	F	1.600000	
6784	10006783	Hector	25	M	1.600000	
6842	10006841	Sofia	36	F	1.600000	
6852	10006851	Pablo	47	M	1.600000	
6863	10006862	Edgar	39	M	1.600000	
6941	10006940	Edgar	49	M	1.600000	
6959	10006958	Susana	29	F	1.600000	
6963	10006962	Roberto	36	M	1.600000	
7008	10007007	Javier	40	M	1.600000	
7053	10007052	Noelia	27	F	1.600000	
7119	10007118	Pedro	46	M	1.600000	
7172	10007171	Marco	35	M	1.600000	
7185	10007184	Diego	27	M	1.600000	
7206	10007205	Ernesto	30	M	1.600000	
7258	10007257	Victor	27	M	1.600000	
7266	10007265	Pedro	18	M	1.600000	
7287	10007286	Gloria	46	F	1.600000	
7322	10007321	Cristian	20	M	1.600000	
7357	10007356	Alfredo	27	M	1.600000	
7389	10007388	Jorge	47	M	1.600000	
7395	10007394	Sandra	41	F	1.600000	
7464	10007463	Teresa	48	F	1.600000	
7482	10007481	Pedro	25	M	1.600000	
7497	10007496	Karen	29	F	1.600000	
7566	10007565	Carolina	28	F	1.600000	
7640	10007639	Daniela	27	F	1.600000	
7657	10007656	Daniela	20	F	1.600000	
7706	10007705	Veronica	39	F	1.600000	
7712	10007711	Elena	21	F	1.600000	
7727	10007726	Bruno	33	M	1.600000	
7737	10007736	Ricardo	23	M	1.600000	
7747	10007746	Fernando	25	M	1.600000	
7749	10007748	Gloria	41	F	1.600000	
7764	10007763	Jose	37	M	1.600000	
7796	10007795	Roberto	26	M	1.600000	
7806	10007805	Marco	46	M	1.600000	
7823	10007822	Lucia	23	F	1.600000	
7952	10007951	Carolina	49	F	1.600000	
7987	10007986	Jessica	42	F	1.600000	
8016	10008015	Ricardo	20	M	1.600000	
8040	10008039	Carlos	22	M	1.600000	
8063	10008062	Carla	24	F	1.600000	
8128	10008127	Irene	47	F	1.600000	
8136	10008135	Beatriz	29	F	1.600000	
8195	10008194	Ana	43	F	1.600000	
8249	10008248	Bruno	38	M	1.600000	
8268	10008267	Andres	42	M	1.600000	
8300	10008299	Gloria	19	F	1.600000	
8356	10008355	Bianca	21	F	1.600000	
8365	10008364	Silvia	21	F	1.600000	
8370	10008369	Fernando	45	M	1.600000	
8383	10008382	Sandra	48	F	1.600000	
8393	10008392	Monica	28	F	1.600000	
8395	10008394	Nicolas	29	M	1.600000	
8398	10008397	Francisco	22	M	1.600000	
8430	10008429	Nicolas	37	M	1.600000	
8463	10008462	Carla	35	F	1.600000	
8469	10008468	Ana	40	F	1.600000	
8486	10008485	Pablo	50	M	1.600000	
8574	10008573	Camila	25	F	1.600000	
8591	10008590	Luisa	30	F	1.600000	
8650	10008649	Sandra	18	F	1.600000	
8672	10008671	Fabiana	28	F	1.600000	
8747	10008746	Francisco	28	M	1.600000	
8761	10008760	Adriana	44	F	1.600000	
8823	10008822	Vanessa	45	F	1.600000	
8824	10008823	Juan	43	M	1.600000	
8850	10008849	Sergio	23	M	1.600000	
8853	10008852	Melany	45	F	1.600000	
8867	10008866	Sergio	34	M	1.600000	
8906	10008905	Alicia	18	F	1.600000	
8910	10008909	Irene	37	F	1.600000	
8912	10008911	Juan	50	M	1.600000	
8927	10008926	Felipe	24	M	1.600000	
8961	10008960	Esteban	27	M	1.600000	
9015	10009014	Felipe	21	M	1.600000	
9036	10009035	Bianca	24	F	1.600000	
9071	10009070	Alicia	41	F	1.600000	
9099	10009098	Camila	36	F	1.600000	
9166	10009165	Alfredo	21	M	1.600000	
9176	10009175	Lucia	43	F	1.600000	
9204	10009203	Carolina	32	F	1.600000	
9221	10009220	Luisa	41	F	1.600000	
9237	10009236	Ramon	42	M	1.600000	
9282	10009281	Esteban	32	M	1.600000	
9286	10009285	Juan	47	M	1.600000	
9293	10009292	Ricardo	25	M	1.600000	
9303	10009302	Felipe	34	M	1.600000	
9321	10009320	Jose	49	M	1.600000	
9326	10009325	Ernesto	37	M	1.600000	
9366	10009365	Ricardo	18	M	1.600000	
9432	10009431	Brayan	33	M	1.600000	
9446	10009445	Mariana	32	F	1.600000	
9557	10009556	Daniel	33	M	1.600000	
9585	10009584	Mariana	21	F	1.600000	
9587	10009586	Carolina	50	F	1.600000	
9597	10009596	Hector	25	M	1.600000	
9600	10009599	Nicolas	44	M	1.600000	
9614	10009613	Manuel	41	M	1.600000	
9634	10009633	Patricia	25	F	1.600000	
9639	10009638	Fabiana	23	F	1.600000	
9690	10009689	Carolina	45	F	1.600000	
9694	10009693	Ernesto	43	M	1.600000	
9721	10009720	Daniel	23	M	1.600000	
9771	10009770	Lorena	19	F	1.600000	
9841	10009840	Daniel	48	M	1.600000	
9860	10009859	Brayan	26	M	1.600000	
9882	10009881	Ricardo	37	M	1.600000	
9886	10009885	Luisa	35	F	1.600000	
9892	10009891	Veronica	48	F	1.600000	
9937	10009936	Cecilia	36	F	1.600000	

Tiempo de ejecuciÃ³n: 9 ms

=== STDERR ===
