=== STDOUT ===
Parseo exitoso
SequentialFile scanAll
id	dni	nombre	edad	genero	altura	
136	10000135	Bruno	44	M	1.720000	
137	10000136	Ricardo	43	M	1.580000	
138	10000137	Enrique	25	M	1.840000	
139	10000138	Vanessa	19	F	1.570000	
140	10000139	Ruben	27	M	1.800000	
141	10000140	Ernesto	36	M	1.760000	
142	10000141	Diego	35	M	1.710000	
143	10000142	Cecilia	27	F	1.670000	
144	10000143	Julio	29	M	1.770000	
145	10000144	Victor	32	M	1.780000	
146	10000145	Natalia	19	F	1.650000	
147	10000146	Daniela	50	F	1.810000	
148	10000147	Jessica	26	F	1.760000	
149	10000148	Renato	22	M	1.690000	
150	10000149	Claudia	36	F	1.720000	
151	10000150	Julio	32	M	1.840000	
152	10000151	Alvaro	45	M	1.640000	
153	10000152	Nicolas	35	M	1.550000	
154	10000153	Enrique	45	M	1.700000	
155	10000154	Laura	31	F	1.720000	
156	10000155	Jorge	40	M	1.590000	
157	10000156	Enrique	43	M	1.780000	
158	10000157	Paula	25	F	1.700000	
159	10000158	Karen	50	F	1.770000	
160	10000159	Noelia	40	F	1.830000	
161	10000160	Cristian	40	M	1.630000	
162	10000161	Joel	21	M	1.560000	
163	10000162	Ana	41	F	1.780000	
164	10000163	Ricardo	30	M	1.660000	
165	10000164	Gloria	27	F	1.810000	
166	10000165	Alicia	33	F	1.620000	
167	10000166	Francisco	43	M	1.570000	
168	10000167	Luis	34	M	1.640000	
169	10000168	Fernando	24	M	1.780000	
170	10000169	Mariana	41	F	1.780000	
171	10000170	Guillermo	31	M	1.720000	
172	10000171	Laura	47	F	1.740000	
173	10000172	Diana	45	F	1.610000	
174	10000173	Kevin	43	M	1.730000	
175	10000174	Roberto	49	M	1.740000	
176	10000175	Diego	34	M	1.760000	
177	10000176	Gloria	29	F	1.590000	
178	10000177	Natalia	49	F	1.750000	
179	10000178	Lucia	48	F	1.690000	
180	10000179	Carolina	47	F	1.620000	
181	10000180	Susana	26	F	1.790000	
182	10000181	Javier	19	M	1.780000	
183	10000182	Tomas	49	M	1.710000	
184	10000183	Julia	47	F	1.690000	
185	10000184	Carla	18	F	1.560000	
186	10000185	Mariana	29	F	1.850000	
187	10000186	Nicolas	24	M	1.680000	
188	10000187	Hugo	19	M	1.830000	
189	10000188	Javier	42	M	1.840000	
190	10000189	Esteban	39	M	1.690000	
191	10000190	Karen	35	F	1.820000	
192	10000191	Ramon	40	M	1.610000	
193	10000192	Fabiana	32	F	1.760000	
194	10000193	Esteban	37	M	1.600000	
195	10000194	Renato	23	M	1.680000	
196	10000195	Renato	37	M	1.740000	
197	10000196	Juan	41	M	1.690000	
198	10000197	Susana	45	F	1.600000	
199	10000198	Rocio	18	F	1.790000	
200	10000199	Maria	41	F	1.780000	
201	10000200	Ernesto	25	M	1.550000	
202	10000201	Tomas	50	M	1.800000	
203	10000202	Pablo	41	M	1.580000	
204	10000203	Paula	23	F	1.630000	
205	10000204	Laura	47	F	1.560000	
206	10000205	Daniela	23	F	1.570000	
207	10000206	Fabiana	24	F	1.640000	
208	10000207	Natalia	29	F	1.680000	
209	10000208	Ernesto	28	M	1.850000	
210	10000209	Jessica	31	F	1.610000	
211	10000210	Victor	37	M	1.690000	
212	10000211	Valeria	37	F	1.660000	
213	10000212	Lorena	34	F	1.780000	
214	10000213	Kevin	48	M	1.790000	
215	10000214	Jose	45	M	1.850000	
216	10000215	Felipe	19	M	1.590000	
217	10000216	Valeria	39	F	1.610000	
218	10000217	Carlos	38	M	1.710000	
219	10000218	Cristian	32	M	1.650000	
220	10000219	Ernesto	46	M	1.670000	
221	10000220	Stefany	34	F	1.840000	
222	10000221	Marco	47	M	1.660000	
223	10000222	Cecilia	29	F	1.680000	
224	10000223	Vanessa	39	F	1.660000	
225	10000224	Ruben	22	M	1.820000	
226	10000225	Kevin	24	M	1.760000	
227	10000226	Bianca	42	F	1.800000	
228	10000227	Bruno	39	M	1.690000	
229	10000228	Claudia	50	F	1.550000	
230	10000229	Ramon	27	M	1.840000	
231	10000230	Ricardo	26	M	1.660000	
232	10000231	Carolina	22	F	1.830000	
233	10000232	Juan	19	M	1.750000	
234	10000233	Roberto	20	M	1.630000	
235	10000234	Juan	43	M	1.670000	
236	10000235	Andrea	27	F	1.650000	
237	10000236	Leonardo	36	M	1.610000	
238	10000237	Lorena	33	F	1.710000	
239	10000238	Marta	26	F	1.620000	
240	10000239	Lidia	27	F	1.790000	
241	10000240	Carolina	32	F	1.710000	
242	10000241	Samuel	37	M	1.650000	
243	10000242	Alicia	39	F	1.770000	
244	10000243	Arturo	40	M	1.620000	
245	10000244	Sergio	47	M	1.670000	
246	10000245	Raul	42	M	1.740000	
247	10000246	Patricia	50	F	1.580000	
248	10000247	Felipe	29	M	1.760000	
249	10000248	Melany	20	F	1.830000	
250	10000249	Francisco	46	M	1.670000	
251	10000250	Javier	29	M	1.800000	
252	10000251	Hector	42	M	1.630000	
253	10000252	Diego	36	M	1.610000	
254	10000253	Esteban	34	M	1.790000	
255	10000254	Alonso	39	M	1.760000	
256	10000255	Monica	31	F	1.780000	
257	10000256	Carlos	33	M	1.570000	
258	10000257	Renato	38	M	1.630000	
259	10000258	Beatriz	41	F	1.780000	
260	10000259	Adriana	36	F	1.740000	
261	10000260	Alicia	36	F	1.740000	
262	10000261	Julio	18	M	1.600000	
263	10000262	Enrique	49	M	1.680000	
264	10000263	Brayan	21	M	1.720000	
265	10000264	Karen	38	F	1.710000	
266	10000265	Luisa	25	F	1.850000	
267	10000266	Cesar	19	M	1.670000	
268	10000267	Marta	50	F	1.610000	
269	10000268	Carlos	28	M	1.820000	
270	10000269	Samuel	33	M	1.590000	
271	10000270	Enrique	44	M	1.650000	
272	10000271	Melissa	21	F	1.630000	
273	10000272	Felipe	35	M	1.760000	
274	10000273	Fabiana	35	F	1.560000	
275	10000274	Pedro	24	M	1.670000	
276	10000275	Diana	32	F	1.680000	
277	10000276	Guillermo	42	M	1.780000	
278	10000277	Maria	25	F	1.730000	
279	10000278	Martin	50	M	1.790000	
280	10000279	Vanessa	43	F	1.610000	
281	10000280	Gustavo	28	M	1.850000	
282	10000281	Raul	23	M	1.840000	
283	10000282	Patricia	50	F	1.810000	
284	10000283	Beatriz	20	F	1.780000	
285	10000284	Martin	38	M	1.590000	
286	10000285	Diana	28	F	1.710000	
287	10000286	Carlos	38	M	1.600000	
288	10000287	Luis	22	M	1.720000	
289	10000288	Fernando	27	M	1.690000	
290	10000289	Victor	38	M	1.710000	
291	10000290	Carolina	21	F	1.610000	
292	10000291	Guillermo	39	M	1.850000	
293	10000292	Felipe	21	M	1.630000	
294	10000293	Fabiana	40	F	1.600000	
295	10000294	Raul	29	M	1.690000	
296	10000295	Diego	38	M	1.680000	
297	10000296	Julia	49	F	1.570000	
298	10000297	Oscar	24	M	1.770000	
299	10000298	Sofia	42	F	1.600000	
300	10000299	Kevin	50	M	1.560000	
301	10000300	Victor	42	M	1.640000	
302	10000301	Veronica	42	F	1.730000	
303	10000302	Adriana	41	F	1.600000	
304	10000303	Enrique	50	M	1.710000	
305	10000304	Melissa	41	F	1.660000	
306	10000305	Laura	23	F	1.750000	
307	10000306	Carla	23	F	1.800000	
308	10000307	Axel	28	M	1.740000	
309	10000308	Camila	31	F	1.830000	
310	10000309	Paula	39	F	1.600000	
311	10000310	Mariana	44	F	1.560000	
312	10000311	Diana	49	F	1.620000	
313	10000312	Luisa	36	F	1.680000	
314	10000313	Maria	49	F	1.570000	
315	10000314	Kevin	29	M	1.820000	
316	10000315	Oscar	18	M	1.670000	
317	10000316	Lorena	35	F	1.780000	
318	10000317	Hector	34	M	1.630000	
319	10000318	Diego	50	M	1.750000	
320	10000319	Jorge	44	M	1.780000	
321	10000320	Cesar	27	M	1.580000	
322	10000321	Pedro	43	M	1.600000	
323	10000322	Joel	21	M	1.770000	
324	10000323	Lorena	21	F	1.700000	
325	10000324	Bruno	20	M	1.790000	
326	10000325	Victor	43	M	1.700000	
327	10000326	Edgar	38	M	1.770000	
328	10000327	Carla	22	F	1.600000	
329	10000328	Carolina	45	F	1.780000	
330	10000329	Sergio	36	M	1.580000	
331	10000330	Teresa	20	F	1.630000	
332	10000331	Marco	27	M	1.640000	
333	10000332	Manuel	36	M	1.840000	
334	10000333	Diana	46	F	1.580000	
335	10000334	Camila	30	F	1.820000	
336	10000335	Bianca	27	F	1.730000	
337	10000336	Leonardo	20	M	1.570000	
338	10000337	Cesar	50	M	1.610000	
339	10000338	Andres	41	M	1.840000	
340	10000339	Martin	36	M	1.810000	
341	10000340	Julio	23	M	1.830000	
342	10000341	Pablo	28	M	1.650000	
343	10000342	Gloria	35	F	1.720000	
344	10000343	Monica	31	F	1.640000	
345	10000344	Andrea	23	F	1.610000	
346	10000345	Natalia	38	F	1.650000	
347	10000346	Brayan	40	M	1.810000	
348	10000347	Enrique	44	M	1.770000	
349	10000348	Sandra	49	F	1.720000	
350	10000349	Stefany	23	F	1.650000	
351	10000350	Arturo	43	M	1.630000	
352	10000351	Lidia	35	F	1.740000	
353	10000352	Teresa	33	F	1.680000	
354	10000353	Monica	45	F	1.740000	
355	10000354	Kevin	24	M	1.620000	
356	10000355	Laura	42	F	1.810000	
357	10000356	Axel	25	M	1.800000	
358	10000357	Beatriz	29	F	1.810000	
359	10000358	Karen	50	F	1.620000	
360	10000359	Nicolas	44	M	1.850000	
361	10000360	Arturo	44	M	1.770000	
362	10000361	Manuel	43	M	1.760000	
363	10000362	Karen	24	F	1.770000	
364	10000363	Alicia	20	F	1.700000	
365	10000364	Alfredo	27	M	1.790000	
366	10000365	Felipe	27	M	1.610000	
367	10000366	Melany	26	F	1.820000	
368	10000367	Patricia	39	F	1.580000	
369	10000368	Lidia	25	F	1.580000	
370	10000369	Mariana	46	F	1.780000	
371	10000370	Laura	27	F	1.790000	
372	10000371	Samuel	22	M	1.590000	
373	10000372	Sandra	37	F	1.710000	
374	10000373	Jorge	28	M	1.550000	
375	10000374	Tomas	33	M	1.790000	
376	10000375	Francisco	31	M	1.800000	
377	10000376	Marta	48	F	1.710000	
378	10000377	Julia	45	F	1.800000	
379	10000378	Valeria	27	F	1.830000	
380	10000379	Cecilia	36	F	1.770000	
381	10000380	Claudia	40	F	1.800000	
382	10000381	Angela	50	F	1.640000	
383	10000382	Sandra	22	F	1.650000	
384	10000383	Kevin	31	M	1.580000	
385	10000384	Marco	24	M	1.680000	
386	10000385	Joel	45	M	1.560000	
387	10000386	Hector	26	M	1.840000	
388	10000387	Adriana	18	F	1.570000	
389	10000388	Melissa	26	F	1.670000	
390	10000389	Arturo	22	M	1.740000	
391	10000390	Ernesto	34	M	1.610000	
392	10000391	Juan	28	M	1.720000	
393	10000392	Juan	38	M	1.590000	
394	10000393	Bruno	19	M	1.830000	
395	10000394	Jose	27	M	1.580000	
396	10000395	Gustavo	27	M	1.760000	
397	10000396	Fernando	31	M	1.690000	
398	10000397	Patricia	36	F	1.580000	
399	10000398	Samuel	27	M	1.720000	
400	10000399	Renato	39	M	1.610000	
401	10000400	Sofia	46	F	1.680000	
402	10000401	Luisa	36	F	1.550000	
403	10000402	Oscar	25	M	1.680000	
404	10000403	Daniel	29	M	1.710000	
405	10000404	Oscar	33	M	1.830000	
406	10000405	Ana	23	F	1.610000	
407	10000406	Ana	19	F	1.830000	
408	10000407	Hugo	36	M	1.640000	
409	10000408	Angela	38	F	1.740000	
410	10000409	Manuel	45	M	1.840000	
411	10000410	Noelia	30	F	1.650000	
412	10000411	Lorena	41	F	1.810000	
413	10000412	Sergio	46	M	1.700000	
414	10000413	Cristian	31	M	1.560000	
415	10000414	Alonso	41	M	1.590000	
416	10000415	Bruno	27	M	1.630000	
417	10000416	Pablo	37	M	1.670000	
418	10000417	Cristian	34	M	1.850000	
419	10000418	Monica	19	F	1.580000	
420	10000419	Alfredo	48	M	1.720000	
421	10000420	Fernando	49	M	1.560000	
422	10000421	Melany	45	F	1.610000	
423	10000422	Esteban	45	M	1.740000	
424	10000423	Brayan	20	M	1.850000	
425	10000424	Laura	37	F	1.830000	
426	10000425	Claudia	50	F	1.570000	
427	10000426	Sandra	42	F	1.730000	
428	10000427	Renato	35	M	1.810000	
429	10000428	Kevin	49	M	1.710000	
430	10000429	Alvaro	25	M	1.620000	
431	10000430	Kevin	49	M	1.620000	
432	10000431	Elena	43	F	1.690000	
433	10000432	Natalia	30	F	1.560000	
434	10000433	Hector	37	M	1.700000	
435	10000434	Claudia	23	F	1.630000	
436	10000435	Silvia	27	F	1.650000	
437	10000436	Vanessa	29	F	1.740000	
438	10000437	Alfredo	32	M	1.680000	
439	10000438	Noelia	49	F	1.760000	
440	10000439	Carolina	25	F	1.670000	
441	10000440	Ana	28	F	1.720000	
442	10000441	Ernesto	35	M	1.780000	
443	10000442	Roberto	46	M	1.790000	
444	10000443	Cesar	36	M	1.750000	
445	10000444	Joel	36	M	1.620000	
446	10000445	Alonso	27	M	1.670000	
447	10000446	Melany	41	F	1.600000	
448	10000447	Diana	22	F	1.760000	
449	10000448	Gustavo	25	M	1.780000	
450	10000449	Andrea	35	F	1.610000	
451	10000450	Diana	50	F	1.690000	
452	10000451	Diana	26	F	1.620000	
453	10000452	Samuel	47	M	1.770000	
454	10000453	Alvaro	34	M	1.810000	
455	10000454	Javier	41	M	1.830000	
456	10000455	Karen	19	F	1.690000	
457	10000456	Irene	22	F	1.580000	
458	10000457	Juan	20	M	1.720000	
459	10000458	Luis	38	M	1.780000	
460	10000459	Diego	28	M	1.850000	
461	10000460	Pedro	24	M	1.610000	
462	10000461	Cristian	26	M	1.670000	
463	10000462	Esteban	31	M	1.830000	
464	10000463	Felipe	36	M	1.710000	
465	10000464	Diego	31	M	1.680000	
466	10000465	Lidia	22	F	1.580000	
467	10000466	Ernesto	35	M	1.660000	
468	10000467	Francisco	32	M	1.700000	
469	10000468	Martin	36	M	1.580000	
470	10000469	Karen	21	F	1.810000	
471	10000470	Daniel	38	M	1.720000	
472	10000471	Daniela	37	F	1.620000	
473	10000472	Gustavo	36	M	1.820000	
474	10000473	Francisco	25	M	1.580000	
475	10000474	Monica	42	F	1.750000	
476	10000475	Fernando	25	M	1.600000	
477	10000476	Rosa	25	F	1.710000	
478	10000477	Pablo	20	M	1.630000	
479	10000478	Renato	35	M	1.590000	
480	10000479	Carlos	48	M	1.730000	
481	10000480	Silvia	50	F	1.610000	
482	10000481	Teresa	18	F	1.600000	
483	10000482	Kevin	46	M	1.650000	
484	10000483	Vanessa	26	F	1.750000	
485	10000484	Felipe	34	M	1.720000	
486	10000485	Fabiana	36	F	1.680000	
487	10000486	Leonardo	24	M	1.800000	
488	10000487	Alonso	41	M	1.640000	
489	10000488	Adriana	48	F	1.600000	
490	10000489	Guillermo	18	M	1.630000	
491	10000490	Tomas	18	M	1.690000	
492	10000491	Jorge	30	M	1.780000	
493	10000492	Melissa	45	F	1.810000	
494	10000493	Joel	50	M	1.720000	
495	10000494	Melissa	27	F	1.750000	
496	10000495	Alvaro	22	M	1.580000	
497	10000496	Juan	40	M	1.780000	
498	10000497	Esteban	20	M	1.620000	
499	10000498	Roberto	22	M	1.590000	
500	10000499	Beatriz	46	F	1.670000	
501	10000500	Victor	35	M	1.710000	
502	10000501	Diego	28	M	1.660000	
503	10000502	Carolina	28	F	1.750000	
504	10000503	Jorge	27	M	1.550000	
505	10000504	Diana	30	F	1.730000	
506	10000505	Enrique	31	M	1.750000	
507	10000506	Alicia	26	F	1.830000	
508	10000507	Adriana	37	F	1.600000	
509	10000508	Julio	46	M	1.720000	
510	10000509	Noelia	18	F	1.580000	
511	10000510	Alfredo	26	M	1.830000	
512	10000511	Javier	30	M	1.720000	
513	10000512	Diana	22	F	1.730000	
514	10000513	Karen	38	F	1.700000	
515	10000514	Jessica	19	F	1.640000	
516	10000515	Juan	36	M	1.830000	
517	10000516	Daniela	26	F	1.710000	
518	10000517	Lidia	45	F	1.710000	
519	10000518	Cristian	28	M	1.590000	
520	10000519	Irene	28	F	1.760000	
521	10000520	Rocio	45	F	1.790000	
522	10000521	Edgar	43	M	1.690000	
523	10000522	Melany	40	F	1.580000	
524	10000523	Andres	38	M	1.850000	
525	10000524	Irene	40	F	1.760000	
526	10000525	Karen	39	F	1.590000	
527	10000526	Carla	18	F	1.670000	
528	10000527	Felipe	50	M	1.590000	
529	10000528	Paula	49	F	1.580000	
530	10000529	Camila	40	F	1.670000	
531	10000530	Carla	50	F	1.820000	
532	10000531	Gloria	19	F	1.670000	
533	10000532	Adriana	27	F	1.600000	
534	10000533	Julia	39	F	1.710000	
535	10000534	Monica	46	F	1.710000	
536	10000535	Axel	47	M	1.820000	
537	10000536	Sandra	31	F	1.610000	
538	10000537	Samuel	37	M	1.760000	
539	10000538	Laura	47	F	1.790000	
540	10000539	Melissa	31	F	1.620000	
541	10000540	Silvia	33	F	1.690000	
542	10000541	Diana	34	F	1.550000	
543	10000542	Carla	43	F	1.690000	
544	10000543	Claudia	38	F	1.780000	
545	10000544	Raul	41	M	1.650000	
546	10000545	Francisco	29	M	1.800000	
547	10000546	Laura	41	F	1.670000	
548	10000547	Kevin	27	M	1.630000	
549	10000548	Rocio	24	F	1.770000	
550	10000549	Raul	38	M	1.690000	
551	10000550	Lorena	25	F	1.570000	
552	10000551	Juan	38	M	1.700000	
553	10000552	Ernesto	45	M	1.810000	
554	10000553	Gustavo	34	M	1.830000	
555	10000554	Manuel	48	M	1.620000	
556	10000555	Rocio	21	F	1.840000	
557	10000556	Julia	36	F	1.840000	
558	10000557	Patricia	45	F	1.780000	
559	10000558	Carlos	37	M	1.620000	
560	10000559	Patricia	39	F	1.660000	
561	10000560	Guillermo	49	M	1.630000	
562	10000561	Diana	47	F	1.610000	
563	10000562	Noelia	35	F	1.580000	
564	10000563	Alfredo	23	M	1.760000	
565	10000564	Lorena	32	F	1.590000	
566	10000565	Enrique	35	M	1.800000	
567	10000566	Ricardo	21	M	1.590000	
568	10000567	Andres	37	M	1.850000	
569	10000568	Sergio	22	M	1.580000	
570	10000569	Alicia	38	F	1.560000	
571	10000570	Tomas	24	M	1.650000	
572	10000571	Joel	24	M	1.720000	
573	10000572	Bianca	36	F	1.700000	
574	10000573	Gustavo	20	M	1.660000	
575	10000574	Camila	20	F	1.690000	
576	10000575	Alfredo	18	M	1.840000	
577	10000576	Luisa	23	F	1.610000	
578	10000577	Carlos	50	M	1.810000	
579	10000578	Maria	48	F	1.720000	
580	10000579	Hugo	40	M	1.740000	
581	10000580	Fabiana	25	F	1.770000	
582	10000581	Melany	45	F	1.580000	
583	10000582	Paola	27	F	1.630000	
584	10000583	Cristian	23	M	1.630000	
585	10000584	Ernesto	29	M	1.560000	
586	10000585	Ernesto	50	M	1.580000	
587	10000586	Irene	48	F	1.610000	
588	10000587	Daniel	19	M	1.760000	
589	10000588	Natalia	34	F	1.610000	
590	10000589	Diana	27	F	1.570000	
591	10000590	Silvia	48	F	1.620000	
592	10000591	Elena	39	F	1.770000	
593	10000592	Vanessa	19	F	1.630000	
594	10000593	Ricardo	26	M	1.640000	
595	10000594	Juan	37	M	1.710000	
596	10000595	Bianca	34	F	1.850000	
597	10000596	Edgar	49	M	1.790000	
598	10000597	Jessica	40	F	1.670000	
599	10000598	Manuel	24	M	1.750000	
600	10000599	Ricardo	47	M	1.820000	
601	10000600	Laura	21	F	1.790000	
602	10000601	Paula	23	F	1.580000	
603	10000602	Rocio	40	F	1.600000	
604	10000603	Sergio	19	M	1.720000	
605	10000604	Paula	34	F	1.840000	
606	10000605	Rocio	35	F	1.730000	
607	10000606	Lorena	23	F	1.680000	
608	10000607	Veronica	32	F	1.730000	
609	10000608	Raul	37	M	1.680000	
610	10000609	Teresa	35	F	1.790000	
611	10000610	Veronica	23	F	1.630000	
612	10000611	Rosa	18	F	1.770000	
613	10000612	Edgar	19	M	1.730000	
614	10000613	Ramon	46	M	1.730000	
615	10000614	Vanessa	50	F	1.660000	
616	10000615	Martin	42	M	1.850000	
617	10000616	Sandra	25	F	1.600000	
618	10000617	Angela	41	F	1.710000	
619	10000618	Mariana	49	F	1.810000	
620	10000619	Carolina	41	F	1.640000	
621	10000620	Jorge	28	M	1.740000	
622	10000621	Valeria	26	F	1.630000	
623	10000622	Brayan	33	M	1.830000	
624	10000623	Rosa	37	F	1.750000	
625	10000624	Roberto	30	M	1.660000	
626	10000625	Tomas	50	M	1.660000	
627	10000626	Andrea	36	F	1.690000	
628	10000627	Stefany	34	F	1.560000	
629	10000628	Camila	35	F	1.640000	
630	10000629	Alicia	35	F	1.830000	
631	10000630	Edgar	36	M	1.580000	
632	10000631	Fabiana	44	F	1.840000	
633	10000632	Renato	49	M	1.830000	
634	10000633	Ricardo	32	M	1.610000	
635	10000634	Elena	36	F	1.750000	
636	10000635	Lorena	21	F	1.650000	
637	10000636	Beatriz	23	F	1.730000	
638	10000637	Cristian	25	M	1.560000	
639	10000638	Daniel	20	M	1.680000	
640	10000639	Adriana	24	F	1.570000	
641	10000640	Melany	36	F	1.690000	
642	10000641	Pablo	41	M	1.630000	
643	10000642	Pablo	31	M	1.700000	
644	10000643	Fabiana	22	F	1.800000	
645	10000644	Lucia	23	F	1.790000	
646	10000645	Hector	25	M	1.600000	
647	10000646	Carolina	27	F	1.790000	
648	10000647	Victor	24	M	1.830000	
649	10000648	Marco	38	M	1.690000	
650	10000649	Edgar	19	M	1.790000	
651	10000650	Carlos	18	M	1.560000	
652	10000651	Fabiana	50	F	1.710000	
653	10000652	Carla	40	F	1.760000	
654	10000653	Luis	24	M	1.760000	
655	10000654	Juan	26	M	1.660000	
656	10000655	Melissa	19	F	1.730000	
657	10000656	Diana	20	F	1.740000	
658	10000657	Daniel	34	M	1.590000	
659	10000658	Cesar	18	M	1.610000	
660	10000659	Tomas	44	M	1.730000	
661	10000660	Carolina	25	F	1.830000	
662	10000661	Elena	19	F	1.750000	
663	10000662	Ricardo	50	M	1.630000	
664	10000663	Gloria	19	F	1.850000	
665	10000664	Paola	41	F	1.840000	
666	10000665	Veronica	24	F	1.570000	
667	10000666	Javier	18	M	1.820000	
668	10000667	Silvia	23	F	1.570000	
